"Name","Aura","CL","Slot","Price","Weight","Description","Requirements","Cost","Group","Source","AL","Int","Wis","Cha","Ego","Communication","Senses","Powers","MagicItems","Destruction","MinorArtifactFlag","MajorArtifactFlag","Abjuration","Conjuration","Divination","Enchantment","Evocation","Necromancy","Transmutation","AuraStrength","WeightValue","PriceValue","CostValue","Languages","BaseItem","LinkText","id"
"Samisen of Oracular Vision","moderate divination",10,"none","46,575 gp","3 lbs.","This elegant, long-necked samisen is crafted of cat skin stretched over a wooden frame. The samisen's three silken strings are magically keyed to the past, present, and future. A user must succeed at a DC 20 Perform (string instruments) check to play the correct tune and cast one of the following spell effects: legend lore (using the string of the past), scrying (using the string of the present), or divination (using the string of the future). Each tune can be performed once per day, and the user must play the samisen for the required casting time of the spell effect. In the case of legend lore, if the required casting time is 1 or more days, the user needs to play for just 1 hour. As a masterwork samisen, the samisen of oracular vision provides a +2 circumstance bonus on all Perform checks using the instrument (including Perform checks to use its abilities).","Craft Wondrous Item, divination, legend lore, scrying, creator must have 10 ranks in the Perform (string instruments) skill","24,075 gp","Wondrous Item","AP 53",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"moderate",3,46575,24075,,,"NULL",1037
"Shinobi Fuhonsen","strong illusion",15,"neck",,0,"The shinobi fuhonsen is said to have been the first payment ever made to a ninja in the history of Minkai. The tarnished bronze coin has a square central hole and bears six ideograms on its two faces-four on one face and two on the other, with two spaces apparently left blank. A leather thong is threaded through the coin's central hole, allowing the coin to be worn around the neck. The six ideograms on the coin correspond to six different skills: Acrobatics, Climb, Disguise, Escape Artist, Perception, and Stealth. A DC 30 Knowledge (arcana) or DC 20 Linguistics check identifies the ideograms and their corresponding skills. The shinobi fuhonsen currently has six powers, each corresponding to one of the six ideograms and its associated skill. If a new owner has at least 8 ranks in another skill, the shinobi fuhonsen gains an additional power based on that skill, and a new ideogram emerges on the coin's surface. The new power and the skill it corresponds to are left up to the GM, though the power should be related to its skill, and the skill should be one on which the owner often relies. Although the existing powers of the shinobi fuhonsen are based on skills common to rogues and bards, new powers and their corresponding skills are not restricted to those of any one class. Only one new power may be unlocked per owner. The coin's powers only function for a worthy owner, who must have at least 8 ranks in each of the six skills, plus 8 ranks in another skill. If the bearer of the coin is not a worthy owner (i.e., does not have enough skill ranks), the coin vanishes from the bearer's possession at the next new moon, reappearing elsewhere in Minkai to seek out a new owner. When a new owner first takes possession of the shinobi fuhonsen and activates a new power, the new ideogram (and its associated power) appears on the coin on a temporary basis, and the owner receives a vision of the coin's previous owners at the time of their deaths. If the new owner is not chaotic evil, he must immediately make a DC 25 Will save or his alignment shifts one step toward chaotic evil. If the save succeeds, the owner resists the change and can use the coin's powers until the next new moon, when he must make another save. The owner must make a new Will save at every new moon until his alignment becomes chaotic evil, or until the artifact is no longer in his possession. As long as the owner is not chaotic evil, he can simply discard the shinobi fuhonsen, at which point the coin vanishes at the next new moon. Once the owner becomes chaotic evil, the new ideogram (and its associated power) becomes permanent and he can no longer discard the coin, as if it were a cursed item. Each of the coin's powers can be activated by speaking the name of the corresponding ideogram, unless otherwise noted. The known powers (and their associated skills) of the shinobi fuhonsen are as follows. • Power #1 (Acrobatics): The owner can cast shadow walk once per day. • Power #2 (Climb): The owner can cast spider climb three times per day. • Power #3 (Disguise): The owner is permanently under the effects of misdirection. • Power #4 (Escape Artist): The owner can cast dimension door three times per day. • Power #5 (Perception): The owner can cast scrying once per day. • Power #6 (Stealth): The owner can cast mislead once per day. • Powers #7-8 (8 ranks in another skill): Yet to be discovered.",,,"Artifact","AP 53",,,,,,,,,,"The shinobi fuhonsen can be destroyed if it is swallowed by an ancient sovereign dragon (Pathfinder RPG Bestiary 3). If the dragon succeeds at a DC 30 Fortitude save, the coin is destroyed. If the save fails, the coin remains intact and vanishes to reappear elsewhere.",1,0,0,0,0,0,0,0,0,"strong",0,0,0,,,"NULL",1032
"Ikarikurusai, the Raging Cyclone","moderate evocation",9,"none","90,308 gp","3 lbs.","Ikarikurusai is an ornate +3 shock sansetsukon (Ultimate Combat 134) that automatically resizes itself to match the size of its wielder. The chains joining the segments of this three-section staff crackle with arcs of electricity, and while held in at least one hand, the weapon acts as a lightning rod, drawing away incoming electrical attacks and granting its wielder electricity resistance 10. Upon striking a successful critical hit, Ikarikurusai explodes with electricity. In addition to the electricity damage from the shock ability, the target of the attack is struck by a stroke of lightning, which then arcs to other targets, as chain lightning. The bolt deals 5d6 points of electricity damage to the primary target (Reflex DC 19 for half damage). After it strikes, the lightning can arc to up to five secondary targets within 30 feet of the primary target. The secondary bolts each strike one target and deal as much damage as the primary bolt (Reflex DC 17 for half damage). The chain lightning effect only triggers on the first critical hit confirmed in a round, regardless of how many critical hits are made by the weapon that round.","Craft Magic Arms and Armor, call lightning or lightning bolt, chain lightning, resist energy","45,308 gp","Weapon","AP 54",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",3,90308,45308,,"+3 shock sansetsukon","NULL",1039
"Karusetsu, the Cutting Light","strong evocation",13,"none","67,500 gp","8 lbs.","This exquisitely detailed +3 nodachi (Ultimate Combat 133) comes sheathed in a black-lacquered scabbard with gold filigree. Its hilt is wrapped in red dragonhide, and a single golden feather hangs from the pommel. Karusetsu enables its wielder to execute a flourishing slash three times per day in the direction of a single distant opponent (i.e., one not already engaged in melee combat with the wielder) up to 60 feet away. This flourishing slash projects a plane of scintillating force across the intervening distance, functioning as a ranged attack with a thrown weapon using the wielder's highest base attack bonus. On a successful hit, the blade's cutting light deals 4d6+3 points of force damage to the target, with a threat range of 18-20 and a critical multiplier of x2. In addition, a creature struck by the cutting light must succeed at a DC 14 Reflex save or be blinded for 1d4 rounds.","Craft Magic Arms and Armor, mage's sword, searing light","33,930 gp","Weapon","AP 54",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",8,67500,33930,,"+3 nodachi","NULL",1040
"O-Yoroi of Imperial Rule","strong evocation",13,"armor","68,400 gp","45 lbs.","This distinctive +4 adamantine glamered o-yoroi (Ultimate Combat 128) was designed for scions of Minkai's imperial families and their highest-ranking and most loyal samurai, providing its wearer with DR 3/-. In addition, the armor stores the kinetic energy from blows made against it. Once the armor has negated 15 total points of damage, the wearer can release the stored energy as a swift action against a single creature within 10 feet. This energy takes the form of a force effect, and the wearer must make an attack roll at his base attack bonus +10. The energy deals 15 points of force damage to the target, and the target must make a DC 22 Fortitude save or be stunned for 1 round. If the wearer chooses not to release this energy, the armor still provides damage reduction but absorbs no more energy until the stored energy is released.","Craft Magic Arms and Armor, clenched fist, disguise self","42,550 gp","Armor","AP 54",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",45,68400,42550,,"+4 adamantine glamered o-yoroi","NULL",1042
"Seishinru, Spirit Elixir","moderate evocation",10,"none","5,500 gp",0,"This potent elixir has the consistency and color of pomegranate juice, and a tart taste with a faint aroma of fresh fruit. Usually found in bamboo containers decorated with images of carp, the sacred animal of the goddess Shizuru, the elixir within contains the distilled spiritual essence of the most honorable guardians who died in service to Minkai's emperors. Each time the character drinking the elixir makes an attack roll, ability check, or skill check, it rolls two d20s and takes the better result, as these spiritual guardians offer their advice and encouragement. This effect lasts for 10 rounds, but it immediately ends if any roll is a natural 20. If the character drinking the elixir is a scion of one of Minkai's five imperial families (including anyone invested as such by an Imperial Seal) and is reduced to fewer than 0 hit points during the duration of the elixir's effects, the elixir also immediately cures the drinker of 5d8+10 points of damage, which can bring a recently slain character back to life. This healing immediately ends any of the elixir's other effects.","Craft Wondrous Item, breath of life, brilliant inspiration (Advanced Player's Guide 207)","2,750 gp","Wondrous Item","AP 54",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",0,5500,2750,,,"NULL",1043
"Tsuruhashi, the Silent Crane","moderate necromancy",9,"none","16,101 gp","1 lb.","The cross-guard and tines of this +2 adamantine sai are crafted of a mysterious red metal, adorned with grinning skulls. The haft is wrapped with delicate white crane feathers. Only a handful of tsuruhashi are known to exist, each one crafted as a silent killer. The weapon grants a +1 bonus to the DC of Fortitude saves made against an assassin's death attack or ninja's assassinate ability. In addition, while executing such an attack, the wielder of a tsuruhashi may cast silence upon his victim as a swift action. This ability can be used once per day and affects only the victim of the attack.","Craft Magic Arms and Armor, silence, slay living","9,551 gp","Weapon","AP 54",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"moderate",1,16101,9551,,"+2 adamantine sai","NULL",1044
"Besmara's Tricorne","faint transmutation",5,"head","2,600 gp","1 lb.","This black leather tricorne hat is weather-beaten and salt-stained. It grants its wearer a +2 competence bonus on Profession (sailor) and Swim checks. If Besmara is your patron, once per day you can speak a command word to transform the hat into a small ship's boat such as a cutter, jolly boat, or longboat (see the Skull & Shackles Player's Guide). The boat is 20 feet long, has two pairs of oars and a single mast with a square sail, and can carry up to 12 passengers and crew. Upon command, or after 8 hours, the boat returns to hat form, dumping out any occupants.","Craft Wondrous Item, guidance, shrink item, creator must have 5 ranks in Profession (sailor)","1,300 gp","Wondrous Item","AP 55",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",1,2600,1300,,,"NULL",1046
"Boarding Pike of Repelling","faint transmutation",5,"none","4,308 gp","9 lbs.","This +1 boarding pike (Pathfinder Player Companion: Pirates of the Inner Sea 18) is an 8-foot-long pole topped with a tapered metal spearpoint and a backward-facing hook, used to draw vessels closer together or repel boarders. A metal skull caps the butt of the pike. On command, a boarding pike of repelling can be extended as a swift action, giving its wielder a reach of 20 feet for 1 round. While the pike is extended, the wielder does not threaten adjacent creatures or creatures up to 15 feet away. A boarding pike of repelling can also be extended in this way to draw vessels closer together for boarding.","Craft Magic Arms and Armor, wood shape","2,308 gp","Weapon","AP 55",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",9,4308,2308,,"+1 boarding pike","NULL",1047
"Hospitality's Hammock","faint conjuration",5,"none","5,000 gp","3 lbs.","A luxurious crimson silk hammock embroidered with gold thread and gold fringed tassels, a hospitality's hammock is a beauty to behold, but no self-respecting seaman would ever be caught using it. Aside from the hammock's considerable looks, a single night's rest in it eliminates any sign of seasickness (see page 26). Additionally, a hospitality's hammock is so comfortable that those who sleep in it for a full 8 hours regain hit points as if they had an entire day of bed rest. Climbing into or out of the hammock is a full-round action. A successful DC 5 Dexterity check reduces this to a move action. The captain of the Man's Promise was particularly susceptible to seasickness, and commissioned this item to make his long voyages away from home more comfortable. Although he would never admit it to those under his command, Mr. Plugg was pleasantly surprised to find the hospitality's hammock in his cabin when he took command of the Man's Promise, and has slept in it every night since. The hospitality's hammock originally appeared on page 72 of Necromancer Games' Dead Man's Chest.","Craft Wondrous Item, cure light wounds, remove disease","2,500 gp","Wondrous Item","AP 55",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"faint",3,5000,2500,,,"NULL",1048
"Steadfast Grapple","faint transmutation",3,"none","5,000 gp","9 lbs.","This iron grappling hook is attached to a 50-foot length of silk rope. When a steadfast grapple is thrown, it automatically hits and attaches to any targeted object or structure within range of its rope. Against creatures, the wielder must make attack rolls as normal. Once attached, a steadfast grapple can only be removed with a DC 30 Strength check, the command word, or magic such as dispel magic.","Craft Wondrous Item, animate rope, true strike","2,500 gp","Wondrous Item","AP 55",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",9,5000,2500,,,"NULL",1050
"Tidewater Cutlass","faint evocation",3,"none","3,395 gp","4 lbs.","The blade of this +1 cutlass (Pirates of the Inner Sea 18) is spotted with rust, and its basket hilt is cast in the likeness of a grinning skull. Once per day, a tidewater cutlass can be used to cast hydraulic push. Tidewater cutlasses are not uncommon weapons among the pirates of the Shackles, at least for those who can afford to buy one or who manage to loot one from someone who can. Mr. Plugg acquired his cutlass from a seasoned old tar aboard the Wormwood who had the temerity to point out the first mate's insecurities, and was beaten to death for his impudence. When more traditional discipline techniques prove ineffective, Mr. Plugg has been know to use his tidewater cutlass to ""accidentally"" push impertinent sailors overboard to drown in the Wormwood's wake.","Craft Magic Arms and Armor, hydraulic push (Pathfinder RPG Advanced Player's Guide 228)","1,855 gp","Weapon","AP 55",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"faint",4,3395,1855,,"+1 cutlass","NULL",1051
"Vindictive Harpoon","moderate transmutation",9,"none","10,305 gp","16 lbs.","This +1 returning harpoon (Pirates of the Inner Sea 18) is made from the jagged, scrimshaw-carved tusk of a narwhal attached to a 50-foot length of woven sinew. Unlike most thrown weapons, a vindictive harpoon functions as well underwater as on land, and its wielder takes no penalties on attack rolls underwater.","Craft Magic Arms and Armor, freedom of movement, telekinesis","5,305 gp","Weapon","AP 55",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",16,10305,5305,,"+1 returning harpoon","NULL",1052
"Besmara's Bones","faint necromancy",5,"see text","10,800 gp","300 lbs.","Named for the goddess of piracy, strife, and sea monsters, this figurehead must be mounted on the prow of a ship function. Once per day, a ship carrying can inflict a curse on an enemy ship struck with a successful ramming attack. The target ship must succeed at a DC 14 Will save or its pilot takes a -4 penalty on Profession (sailor) checks to control the ship. In addition, the cursed ship can never gain the upper hand in ship-to-ship combat (Skull & Shackles Player's Guide 9). The curse inflicted by the figurehead cannot be dispelled, but it can be removed with a break enchantment, limited wish, miracle, remove curse, or wish spell. In addition, once per day, can be used to cast false life (CL 5th) on the captain of the ship carrying the figurehead. A ship may not have more than one figurehead, magical or otherwise, mounted on it at one time.","Craft Wondrous Item, bestow curse, false life","5,400 gp","Wondrous Item","AP 56",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"faint",300,10800,5400,,,"NULL",1054
"Brine's Sting","moderate necromancy",8,"none","10,320 gp","2 lbs.","is a slim +1 rapier with a hilt guard in the shape of a writhing purple sea snake. On a successful hit that deals damage, the target must succeed at a DC 14 Fortitude save or take a -1 penalty on attack and damage rolls for 1 round as salty brine drips painfully onto the wound. A new saving throw must be made each time the weapon deals damage. On a successful critical hit against a creature with the aquatic or water subtype, the target takes an additional 3d6 points of damage as its flesh cracks and withers from dehydration as salt crystals form around the wound.","Craft Magic Arms and Armor, horrid wilting","5,320 gp","Weapon","AP 56",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"moderate",2,10320,5320,,"+1 rapier","NULL",1055
"Captain's Locker","strong conjuration",13,"none","30,000 gp","150 lbs.","This iron-banded sea chest is 2-1/2 feet by 3 feet by 4 feet in size and is decorated with chains and brass skulls. The chest has no lock, but any standard lock can be easily attached to its hasp. The interior of a captain's locker functions similarly to a type IV bag of holding, and can hold up to 2,500 pounds or a volume of 250 cubic feet. The chest's weight remains the same, regardless of what it is holding. A captain's locker does not rot or take any other damage from immersion in water and is watertight, even if opened underwater. When a captain's locker is placed within the hold of a ship or some other enclosed cargo-carrying vehicle (such as a freight wagon with a cargo box), the chest warps the dimensions of the cargo hold so that the area's cargo capacity increases by 50% without changing the weight of the vehicle. The cargo area remains attached to the vehicle, however, so outside conditions that affect the vehicle can also affect the cargo hold. If the captain's locker is removed from the cargo area while the hold contains more cargo than it could contain on its own, any excess cargo is forcibly expelled through hatches or other means of egress, dealing 3d6 points of damage to anyone standing within 5 feet of the means of egress.","Craft Wondrous Item, mage's magnificent mansion, secret chest","15,000 gp","Wondrous Item","AP 56",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"strong",150,30000,15000,,,"NULL",1056
"Farglass","faint divination",5,"none","6,400 gp","1 lb.","This telescoping brass spyglass functions as a normal spyglass and allows clear vision to the horizon 3 miles away at sea level. From atop a typical crow's nest or 70-foot-tall tower like Tidewater Rock, this vision extends to over 10 miles. Once per day, the user of a farglass can activate a clairaudience/ clairvoyance effect upon any location seen through the farglass's lens. As long as the location is kept in sight through the lens, the clairaudience/clairvoyance sensor can move with the location. This effect lasts for up to 5 minutes.","Craft Wondrous Item, clairaudience/ clairvoyance","3,700 gp","Wondrous Item","AP 56",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"faint",1,6400,3700,,,"NULL",1057
"Svingli's Eye","moderate divination",10,"none","28,800 gp","6 lbs.","Unlike the heavy cast-brass mariner's astrolabes normally used at sea, this astrolabe is of the more common type found on land (Pathfinder RPG Advanced Player's Guide 185), made of flat discs of brass. The famed navigator-astrologer Svingli of Morm, a drowned settlement of old Lirgen, was said to have sacrificed her eye to the instrument to grant her knowledge of things beyond mortal sight, thus giving the astrolabe its name. In addition to an astrolabe's normal +2 circumstance bonus, grants a further +2 competence bonus on Knowledge (geography), Profession (sailor), and Survival checks when used to navigate on land or sea. Once per day, the user can make a DC 20 Perception check while using as a move action to catch a glimpse of how things really are for 1 round, as if with a true seeing spell. While using the astrolabe's true seeing ability, the user can also see through concealment caused by smoke or fog and gains a +10 competence bonus on Perception checks to spot hidden or disguised creatures or objects.","Craft Wondrous Item, know direction, true seeing","14,600 gp","Wondrous Item","AP 56",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"moderate",6,28800,14600,,,"NULL",1058
"Zul","moderate transmutation",8,"none","18,395 gp","4 lbs.","Zul is a +1 human bane trident that has been passed down from chieftain to chieftain in Krelloort's tribe for generations. Zul's three-pronged head is crafted of magically strengthened seashells, and its haft is composed of rough, twisted coral that deals 1 point of damage each time it is grasped, unless the wielder has a natural armor bonus or is wearing gauntlets. As an immediate action after a successful melee attack with the trident, Zul's wielder can transmute the substance of the target creature into rigid coral. This attack deals 1d4 points of Dexterity damage and slows the target (as the spell) for 1 round as its flesh calcifies. A DC 16 Fortitude save negates the slow effect but not the ability damage. A target reduced to 0 Dexterity is permanently petrified, transformed into inert, mindless coral. Break enchantment or restoration reverses all of the effects of this calcification. This ability can be used up to 7 times per day.","Craft Magic Arms and Armor, calcific touch (Advanced Players Guide 208), summon monster I","9,355 gp","Weapon","AP 56",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",4,18395,9355,,"+1 human bane trident","NULL",1059
"Charts of the Fair Winds","moderate divination",9,"none","3,200 gp",0,"These aged charts of thick, yellowed parchment display rough representations of the Shackles' major islands and the sea lanes between them. The detailed markings on these charts grant a +2 circumstance bonus on Profession (sailor) or Survival checks to navigate within the Shackles. In addition, a multitude of wrinkles, stains, and blemishes mar the charts' surfaces. Anyone meticulously studying the charts notices that these markings shift over time. The creases, smudges, and blotches on the map represent real weather conditions (such as clouds, rain, and wind) in the region, allowing an informed observer to determine the current weather patterns over the islands of the Shackles. The charts grant a +4 competence bonus on Survival checks made to predict future weather conditions and a +2 competence bonus on Survival checks to gain a bonus on Fortitude saves against severe weather. Finally, the pilot of a wind-propelled ship can make a DC 20 Profession (sailor) check to plot a course within the Shackles using the charts. If the check is successful, the charts grant the ship a +10% enhancement bonus to its waterborne speed as long as it follows the plotted course. All of the charts' benefits only apply within the geographic region of the Shackles. GMs with access to the Pathfinder Campaign Setting: Skull & Shackles Map Folio might use the elaborate player map of the Shackles included therein to represent this item.","Craft Wondrous Item, commune with nature, creator must have 10 ranks in Survival","1,600 gp","Wondrous Item","AP 57",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"moderate",0,3200,1600,,,"NULL",1085
"Jalhazar's Wheel","moderate transmutation",11,"none","7,500 gp","15 lbs.","Handles of polished bone and grim skulls decorate this ornately carved ship's wheel. When grasped, the wheel's handles feel comfortably smooth. Those who stand watch at the wheel claim to hear the whispered guidance of Captain Xiribal Jalhazar, and occasionally feel ghostly hands holding the ship's course true. When fitted to the helm of a ship, Jalhazar's wheel grants a +5 competence bonus on sailing checks to turn the ship with the hard to port or hard to starboard actions (Skull & Shackles Player's Guide 13). The wheel also halves the penalty on sailing checks made when turning the ship while traveling at three or more times the ship's acceleration. In addition, the ship's pilot can combine a hard to port or hard to starboard action with a full ahead or heave to action as a full-round action up to three times per day.","Craft Wondrous Item, animate objects, haste, creator must have 10 ranks in Profession (sailor)","3,750 gp","Wondrous Item","AP 57",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",15,7500,3750,,,"NULL",1086
"Ring of the Iron Skull","faint divination",5,"ring","10,800 gp",0,"Crudely cut amethysts and a single engraved skull decorate the band of this thick iron ring. The ring grants its wearer a +5 competence bonus on Appraise checks to determine the most valuable item in a treasure hoard and a +5 competence bonus on Heal checks to ascertain details of a dead creature's demise. Once per day as a standard action, the wearer can touch the ring to a corpse or piece of a corpse to learn the dead creature's name, gender, race, and profession or role, as well as the manner of the creature's death. The wearer also becomes aware of the location of other pieces of the corpse if they're within 1,200 feet. If the body part comes from a creature that's still alive or undead, the wearer gains no information. The ring of the iron skull must be worn for 24 hours before it starts to function for the wearer.","Forge Ring, blood biography (Advanced Player's Guide 206), locate object","5,400 gp","Ring","AP 57",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"faint",0,10800,5400,,,"NULL",1087
"Shackles Ensign","moderate enchantment",10,"none","10,800 gp","3 lbs.","This red-and-black naval ensign displays the grinning skull and crossed manacles of the Shackles. While the flag feels as sleek as silk, the material is stronger than the toughest sail canvas. Openly flying a Shackles ensign improves the initial attitude of most hostile or unfriendly pirates by one step, and worsens the starting attitude of those opposed to piracy by one step. The ensign has no effect when not properly mounted on a ship. Once per day, a Shackles ensign can be hoisted and unfurled on a ship to impose a sinister sense of doom upon an opposing ship's crew. It takes two full-round actions to raise the flag. All non-pirate creatures (defined at the GM's discretion) within 300 feet who are able to see the flag take a -1 penalty on attack rolls, weapon damage rolls, saving throws, and skill checks for 1 minute. This is a visual mind-affecting effect. In addition, all allied creatures aboard the ship flying the Shackles ensign gain a +1 luck bonus on attack rolls, weapon damage rolls, saving throws, and skill checks for 1 minute.","Craft Wondrous Item, prayer","5,400 gp","Wondrous Item","AP 57",,,,,,,,,,,0,0,0,0,0,1,0,0,0,"moderate",3,10800,5400,,,"NULL",1088
"Sharpshooter's Blade","moderate transmutation",10,"none","7,305 gp","1 lb.","This bloodstained, skull-bedecked bayonet (Advanced Player's Guide 176) has thin blood gutters running along both sides of its 14-inch blade. When attached to a magic crossbow or firearm, a sharpshooter's blade gains the enhancement bonus and other weapon special abilities of the ranged weapon it is attached to, and feats, spells, and abilities that enhance or improve attacks with the ranged weapon can be used with the sharpshooter's blade, provided these would work with a weapon of the bayonet's type (a two-handed piercing melee weapon). These bonuses and benefits don't stack with bonuses or benefits of the same type or from the same source. For example, a character with both Weapon Focus (bayonet) and Weapon Focus (heavy crossbow) would only gain the benefits of one of those feats when attacking with a sharpshooter's blade attached to a heavy crossbow. Use-activated abilities of the ranged weapon can be triggered through the sharpshooter's blade but count toward the usage limitations of the ranged weapon. When not attached to a magic crossbow or firearm, a sharpshooter's blade has no enhancement bonus, but is still of masterwork quality and counts as magic for the purpose of overcoming damage reduction.","Craft Magic Arms and Armor, greater magic weapon, versatile weapon (Advanced Player's Guide 254)","3,805 gp","Weapon","AP 57",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",1,7305,3805,,"bayonet","NULL",1084
"Voidstick","faint necromancy [evil]",5,"special","2,500 gp","1 lb.","Each voidstick is 6 t0 10 inches long, with a diameter of about an inch. Carved from single pieces of polished darkwood, they often display markings or symbols sacred to the deity of their creator, but can just as easily be plain and smooth. Planting a voidstick into the ground with an appropriate prayer is a full-round action that provokes attacks of opportunity. The device floods the area with negative energy, producing an effect identical to the desecrate spell in a 20- foot radius. In addition, any evil divine caster within 20 feet of the voidstick may cast her spells without the need for any material component with a value of 10 gp or less, or any focus item with a value of 50 gp or less. This ability functions only for the individual planting the voidstick and persists until the stick is uprooted. While this is a useful tool for shamans in locations poorly serviced by trade in magical goods, it pales in comparison to the voidstick's most potent function: the creation of undead. Creating a voidstick zombie requires an hour-long ritual during which foul symbols are drawn across a corpse's flesh. At the end of the hour, the creator must make a DC 25 Knowledge (religion) check before driving the first voidstick into the victim's heart. If this check succeeds, the victim is transformed into a voidstick zombie. To fully animate the creature, one voidstick must be used for each Hit Die the base creature has. In 12 rounds, the creature rises under its own power, eager to spread its negative energy and snuff out life nearby. Undead created using voidsticks are not under the control of their creator but can be commanded using channeled negative energy, spells, or similar effects. s can also be driven into a living body to slay the creature and transition it to undeath. If a living body is used, the creature must be pinned or otherwise helpless for the duration of the entire ritual. When the ritual is complete and the first voidstick is inserted, the creature must make a DC 18 Fortitude save. If this save succeeds, the creature is reduced to 0 hit points and is dying, but the magic of the voidstick and the ritual are wasted and the ritual must be performed again, using another voidstick. If the save fails, the creature dies and the ritual is successful, transforming the base creature into a voidstick zombie. Undead that contain such an item benefit from the +2 bonus hit points per Hit Die for having been created in the area of an enhanced desecrate spell.","Craft Wondrous Item, animate dead, desecrate, Creator must have 5 ranks in Knowledge (religion)","1,750 gp","Wondrous Item","AP 57",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"faint",1,2500,1750,,,"NULL",1089
"Eel Skin Armor","moderate evocation",6,"armor","33,810 gp","15 lbs.","This red +2 slick electricity resistance leather armor is crafted from the skin of the crimson hagfish, more commonly known as the Shackles slime eel. The armor exudes a slippery slime that grants its wearer a +5 competence bonus on Escape Artist and Swim checks. In addition, as a standard action once per day, the wearer can form an aura of electricity around himself that persists for 5 rounds. Creatures adjacent to the wearer when this power is activated and at the start of the wearer's turn take 2d6 points of electricity damage and are staggered for 1 round. A successful DC 14 Reflex save halves the damage and negates the staggering effect. The aura persists for 5 rounds.","Craft Magic Arms and Armor, elemental aura (Pathfinder RPG Advanced Player's Guide 218), grease, resist energy","16,985 gp","Armor","AP 58",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",15,33810,16985,,"+2 slick electricity resistance leather armor","NULL",1180
"Impossible Bottle","faint abjuration and transmutation",5,"none","20,000 gp","1 lb.","An intricately detailed miniature sailing ship sits inside this clear glass bottle. When taken aboard an undamaged sailing vessel at sea, the model automatically reconfigures to become a perfect replica of the new ship. It takes 24 hours for the model to attune to the ship. A ship attuned to an impossible bottle takes half damage from all attacks that deal damage. The model ship in the impossible bottle absorbs the remaining damage, registering holes in its hull, rips in its sails, and scorch marks from fire. Once the attuned ship gains the broken condition, however, the impossible bottle ceases its protection, and any further attacks on the attuned ship deal full damage. If the attuned ship gains the sinking condition or is destroyed, the impossible bottle shatters and is permanently destroyed. If an impossible bottle was attuned to a damaged ship, once that ship has been fully repaired, the impossible bottle re-attunes itself over 24 hours and thereafter resumes its protection. An impossible bottle removed from its attuned ship ceases its protection, and must be re-attuned over 24 hours if brought back on board. If the bottle is shattered while it is attuned to a ship, the impossible bottle is destroyed and the attuned ship immediately takes 150 points of damage. Lastly, an impossible bottle can be used to repair an unattuned ship. As long as the bottle still functions, its owner can christen a vessel by smashing the impossible bottle against the ship's prow, releasing a wave of restorative magic that immediately repairs up to 150 points of damage to the vessel.","Craft Wondrous Item, make whole, shield other, shrink item, creator must have 5 ranks in the Craft (ships) skill","10,000 gp","Wondrous Item","AP 58",,,,,,,,,,,0,0,1,0,0,0,0,0,1,"faint",1,20000,10000,,,"NULL",1182
"Kapre Cigar","faint evocation and necromancy",7,"none","2,250 gp","4 lbs.","A kapre's 2-foot-long cigar never goes out. It burns with a glow that sheds light like a candle, but does not burn other organic material. Smoking the cigar is dangerous for any but a kapre-and not just because of its size. Only a Medium or larger creature can attempt to smoke the cigar. Creatures doing so must succeed at a DC 16 Fortitude save or become nauseated for 1 hour. Each time a creature attempts to inhale, he or she must make another save, but receives a cumulative +1 bonus for each successful inhalation in the past 24 hours. Once inhaled, the smoke can be exhanled to the detriment of nearby foes. The smoking creature must exhale within 1 round of inhaling or be nauseated for 1 round, coughing up the potent smoke into its own square. A Medium creature can blow the smoke as a standard action at one adjacent enemy. A Large or larger creature can blow the smoke in a 15-foot cone, also as a standard action. Creatures caught in the smoky cloud must succeed at a DC 16 Fortitude save or be nauseated for 1 round.","Craft Wondrous Item, creator must be a kapre or creation must be completed under the supervision of a kapre","1,125 gp","Wondrous Item","AP 58",,,,,,,,,,,0,0,0,0,0,0,1,1,0,"faint",4,2250,1125,,,"NULL",1185
